EXP,WKS,OCC,IND,SOUTH,SMSA,MS,FEM,UNION,ED,BLK,LWAGE,EXPSQ,YEAR,LOGWKS,ID,EXPB,WKSB,OCCB,INDB,SOUTHB,SMSAB,UNIONB,EXPSQB                    
37,49,1,0,0,0,1,0,0,12,0,6.7153800,1369,4,3.8918203,508,37,49.1428571,.7142857,0,0,0,0,1373         
38,50,1,0,0,0,1,0,0,12,0,6.7511000,1444,5,3.9120230,508,37,49.1428571,.7142857,0,0,0,0,1373         
39,48,0,0,0,0,1,0,0,12,0,6.4552000,1521,6,3.8712010,508,37,49.1428571,.7142857,0,0,0,0,1373         
40,50,0,0,0,0,1,0,0,12,0,6.7093000,1600,7,3.9120230,508,37,49.1428571,.7142857,0,0,0,0,1373         
18,50,0,1,0,1,1,0,0,12,0,6.3952600,324,1,3.9120230,509,21,48.8571429,.2857143,1,0,1,0,445           
19,50,1,1,0,1,1,0,0,12,0,6.4907200,361,2,3.9120230,509,21,48.8571429,.2857143,1,0,1,0,445           
20,49,1,1,0,1,1,0,0,12,0,6.5957800,400,3,3.8918203,509,21,48.8571429,.2857143,1,0,1,0,445           
21,49,0,1,0,1,1,0,0,12,0,6.6411800,441,4,3.8918203,509,21,48.8571429,.2857143,1,0,1,0,445           
22,48,0,1,0,1,1,0,0,12,0,6.8023900,484,5,3.8712010,509,21,48.8571429,.2857143,1,0,1,0,445           
23,48,0,1,0,1,1,0,0,12,0,6.9187000,529,6,3.8712010,509,21,48.8571429,.2857143,1,0,1,0,445           
24,48,0,1,0,1,1,0,0,12,0,6.9603500,576,7,3.8712010,509,21,48.8571429,.2857143,1,0,1,0,445           
6,50,0,0,0,1,1,0,0,16,0,6.9057500,36,1,3.9120230,510,9,49.8571429,0,0,0,1,0,85  
7,50,0,0,0,1,1,0,0,16,0,6.9057500,49,2,3.9120230,510,9,49.8571429,0,0,0,1,0,85  
8,50,0,0,0,1,1,0,0,16,0,7.1701200,64,3,3.9120230,510,9,49.8571429,0,0,0,1,0,85  
9,50,0,0,0,1,1,0,0,16,0,7.2793200,81,4,3.9120230,510,9,49.8571429,0,0,0,1,0,85  
10,50,0,0,0,1,1,0,0,16,0,7.3132200,100,5,3.9120230,510,9,49.8571429,0,0,0,1,0,85                    
11,49,0,0,0,1,1,0,0,16,0,7.3777600,121,6,3.8918203,510,9,49.8571429,0,0,0,1,0,85                    
12,50,0,0,0,1,1,0,0,16,0,7.3492300,144,7,3.9120230,510,9,49.8571429,0,0,0,1,0,85                    
12,50,1,0,0,1,1,0,0,13,0,6.1944100,144,1,3.9120230,511,15,45.7142857,1,0,0,.7142857,0,229           
13,48,1,0,0,1,1,0,0,13,0,6.2634000,169,2,3.8712010,511,15,45.7142857,1,0,0,.7142857,0,229           
14,49,1,0,0,1,1,0,0,13,0,6.2915700,196,3,3.8918203,511,15,45.7142857,1,0,0,.7142857,0,229           
15,47,1,0,0,1,1,0,0,13,0,6.1312300,225,4,3.8501476,511,15,45.7142857,1,0,0,.7142857,0,229           
16,30,1,0,0,1,1,0,0,13,0,6.7452400,256,5,3.4011974,511,15,45.7142857,1,0,0,.7142857,0,229           
17,49,1,0,0,0,0,0,0,13,0,6.9565500,289,6,3.8918203,511,15,45.7142857,1,0,0,.7142857,0,229           
18,47,1,0,0,0,0,0,0,13,0,6.8405500,324,7,3.8501476,511,15,45.7142857,1,0,0,.7142857,0,229           
4,50,1,1,1,0,1,0,0,10,0,6.1633100,16,1,3.9120230,512,7,47.7142857,1,1,1,0,.4285714,53               
5,49,1,1,1,0,1,0,0,10,0,6.3969300,25,2,3.8918203,512,7,47.7142857,1,1,1,0,.4285714,53               
6,47,1,1,1,0,1,0,0,10,0,6.7153800,36,3,3.8501476,512,7,47.7142857,1,1,1,0,.4285714,53               
7,47,1,1,1,0,1,0,0,10,0,6.5861700,49,4,3.8501476,512,7,47.7142857,1,1,1,0,.4285714,53               
8,47,1,1,1,0,1,0,1,10,0,6.8134400,64,5,3.8501476,512,7,47.7142857,1,1,1,0,.4285714,53               
9,46,1,1,1,0,1,0,1,10,0,6.9077600,81,6,3.8286414,512,7,47.7142857,1,1,1,0,.4285714,53               
10,48,1,1,1,0,1,0,1,10,0,7.0030700,100,7,3.8712010,512,7,47.7142857,1,1,1,0,.4285714,53             
35,50,1,0,0,0,1,0,0,5,0,6.0378700,1225,1,3.9120230,513,38,49.7142857,1,0,0,0,0,1448                 
36,50,1,0,0,0,1,0,0,5,0,6.1717000,1296,2,3.9120230,513,38,49.7142857,1,0,0,0,0,1448                 
37,50,1,0,0,0,1,0,0,5,0,6.1312300,1369,3,3.9120230,513,38,49.7142857,1,0,0,0,0,1448                 
38,50,1,0,0,0,1,0,0,5,0,6.1882600,1444,4,3.9120230,513,38,49.7142857,1,0,0,0,0,1448                 
39,50,1,0,0,0,1,0,0,5,0,5.7651900,1521,5,3.9120230,513,38,49.7142857,1,0,0,0,0,1448                 
40,48,1,0,0,0,1,0,0,5,0,5.9889600,1600,6,3.8712010,513,38,49.7142857,1,0,0,0,0,1448                 
41,50,1,0,0,0,1,0,0,5,0,5.9914600,1681,7,3.9120230,513,38,49.7142857,1,0,0,0,0,1448                 
18,39,0,0,0,1,1,0,1,14,0,6.9057500,324,1,3.6635616,514,21,40.1428571,0,0,0,1,1,445                  
19,37,0,0,0,1,1,0,1,14,0,6.9057500,361,2,3.6109179,514,21,40.1428571,0,0,0,1,1,445                  
20,44,0,0,0,1,1,0,1,14,0,6.9565500,400,3,3.7841896,514,21,40.1428571,0,0,0,1,1,445                  
21,42,0,0,0,1,1,0,1,14,0,7.0900800,441,4,3.7376696,514,21,40.1428571,0,0,0,1,1,445                  
22,42,0,0,0,1,1,0,1,14,0,7.0475200,484,5,3.7376696,514,21,40.1428571,0,0,0,1,1,445                  
23,41,0,0,0,1,1,0,1,14,0,7.1309000,529,6,3.7135721,514,21,40.1428571,0,0,0,1,1,445                  
24,36,0,0,0,1,1,0,1,14,0,7.3466600,576,7,3.5835189,514,21,40.1428571,0,0,0,1,1,445                  
4,50,1,0,1,1,0,1,0,12,1,5.5012600,16,1,3.9120230,515,7,50.2857143,1,0,1,1,0,53  
5,52,1,0,1,1,0,1,0,12,1,5.5012600,25,2,3.9512437,515,7,50.2857143,1,0,1,1,0,53  
6,51,1,0,1,1,0,1,0,12,1,5.6524900,36,3,3.9318256,515,7,50.2857143,1,0,1,1,0,53  
7,50,1,0,1,1,0,1,0,12,1,5.8230500,49,4,3.9120230,515,7,50.2857143,1,0,1,1,0,53  
8,50,1,0,1,1,0,1,0,12,1,5.8999000,64,5,3.9120230,515,7,50.2857143,1,0,1,1,0,53  
9,50,1,0,1,1,0,1,0,12,1,6.0520900,81,6,3.9120230,515,7,50.2857143,1,0,1,1,0,53  
10,49,1,0,1,1,0,1,0,12,1,6.1420400,100,7,3.8918203,515,7,50.2857143,1,0,1,1,0,53                    
25,50,1,1,0,1,1,0,0,14,0,6.7799200,625,1,3.9120230,516,28,47.8571429,1,1,0,1,.4285714,788           
26,47,1,1,0,1,1,0,0,14,0,6.9057500,676,2,3.8501476,516,28,47.8571429,1,1,0,1,.4285714,788           
27,48,1,1,0,1,1,0,0,14,0,6.9847200,729,3,3.8712010,516,28,47.8571429,1,1,0,1,.4285714,788           
28,47,1,1,0,1,1,0,0,14,0,7.0884100,784,4,3.8501476,516,28,47.8571429,1,1,0,1,.4285714,788           
29,46,1,1,0,1,1,0,1,14,0,6.8617100,841,5,3.8286414,516,28,47.8571429,1,1,0,1,.4285714,788           
30,48,1,1,0,1,1,0,1,14,0,6.9763500,900,6,3.8712010,516,28,47.8571429,1,1,0,1,.4285714,788           
31,49,1,1,0,1,1,0,1,14,0,6.9810100,961,7,3.8918203,516,28,47.8571429,1,1,0,1,.4285714,788           
7,50,1,0,1,0,1,0,0,13,0,5.5984200,49,1,3.9120230,517,10,48.7142857,1,0,1,0,0,104                    
8,46,1,0,1,0,1,0,0,13,0,5.5984200,64,2,3.8286414,517,10,48.7142857,1,0,1,0,0,104                    
9,50,1,0,1,0,1,0,0,13,0,5.7462000,81,3,3.9120230,517,10,48.7142857,1,0,1,0,0,104                    
10,49,1,0,1,0,1,0,0,13,0,5.9661500,100,4,3.8918203,517,10,48.7142857,1,0,1,0,0,104                  
11,50,1,0,1,0,1,0,0,13,0,6.1203000,121,5,3.9120230,517,10,48.7142857,1,0,1,0,0,104                  
12,48,1,0,1,0,1,0,0,13,0,6.2146100,144,6,3.8712010,517,10,48.7142857,1,0,1,0,0,104                  
13,48,1,0,1,0,1,0,0,13,0,6.3456400,169,7,3.8712010,517,10,48.7142857,1,0,1,0,0,104                  
14,49,0,1,1,0,1,0,0,11,0,5.9322500,196,1,3.8918203,518,17,50.4285714,.5714286,.5714286,1,0,0,293    
15,50,0,1,1,0,1,0,0,11,0,5.9712600,225,2,3.9120230,518,17,50.4285714,.5714286,.5714286,1,0,0,293    
16,50,0,1,1,0,1,0,0,11,0,6.1136800,256,3,3.9120230,518,17,50.4285714,.5714286,.5714286,1,0,0,293    
17,51,1,1,1,0,1,0,0,11,0,6.2576700,289,4,3.9318256,518,17,50.4285714,.5714286,.5714286,1,0,0,293    
18,51,1,0,1,0,1,0,0,11,0,6.3630300,324,5,3.9318256,518,17,50.4285714,.5714286,.5714286,1,0,0,293    
19,51,1,0,1,0,1,0,0,11,0,6.4052300,361,6,3.9318256,518,17,50.4285714,.5714286,.5714286,1,0,0,293    
20,51,1,0,1,0,1,0,0,11,0,6.4769700,400,7,3.9318256,518,17,50.4285714,.5714286,.5714286,1,0,0,293    
3,49,1,0,0,1,0,0,1,12,1,5.7838300,9,1,3.8918203,519,6,50.1428571,1,0,0,1,1,40   
4,50,1,0,0,1,0,0,1,12,1,5.9914600,16,2,3.9120230,519,6,50.1428571,1,0,0,1,1,40  
5,52,1,0,0,1,0,0,1,12,1,5.8971500,25,3,3.9512437,519,6,50.1428571,1,0,0,1,1,40  
6,51,1,0,0,1,0,0,1,12,1,5.8318800,36,4,3.9318256,519,6,50.1428571,1,0,0,1,1,40  
7,49,1,0,0,1,0,0,1,12,1,6.0520900,49,5,3.8918203,519,6,50.1428571,1,0,0,1,1,40  
8,51,1,0,0,1,0,0,1,12,1,6.2634000,64,6,3.9318256,519,6,50.1428571,1,0,0,1,1,40  
9,49,1,0,0,1,0,0,1,12,1,6.4345500,81,7,3.8918203,519,6,50.1428571,1,0,0,1,1,40  
26,46,1,1,0,1,1,0,1,12,0,6.3750200,676,1,3.8286414,520,29,45.4285714,1,.5714286,0,1,.7142857,845    
27,49,1,1,0,1,1,0,1,12,0,6.5694800,729,2,3.8918203,520,29,45.4285714,1,.5714286,0,1,.7142857,845    
28,50,1,1,0,1,1,0,1,12,0,6.5366900,784,3,3.9120230,520,29,45.4285714,1,.5714286,0,1,.7142857,845    
29,50,1,0,0,1,1,0,1,12,0,6.6424900,841,4,3.9120230,520,29,45.4285714,1,.5714286,0,1,.7142857,845    
30,21,1,0,0,1,1,0,0,12,0,6.2265400,900,5,3.0445224,520,29,45.4285714,1,.5714286,0,1,.7142857,845    
31,50,1,0,0,1,1,0,0,12,0,6.3750200,961,6,3.9120230,520,29,45.4285714,1,.5714286,0,1,.7142857,845    
32,52,1,1,0,1,1,0,1,12,0,6.8936600,1024,7,3.9512437,520,29,45.4285714,1,.5714286,0,1,.7142857,845   
17,51,0,0,0,0,0,0,1,16,0,6.6200700,289,1,3.9318256,521,20,50.2857143,0,0,0,0,.1428571,404           
18,52,0,0,0,0,0,0,0,16,0,6.8023900,324,2,3.9512437,521,20,50.2857143,0,0,0,0,.1428571,404           
19,50,0,0,0,0,0,0,0,16,0,6.8564600,361,3,3.9120230,521,20,50.2857143,0,0,0,0,.1428571,404           
20,49,0,0,0,0,0,0,0,16,0,6.9800800,400,4,3.8918203,521,20,50.2857143,0,0,0,0,.1428571,404           
21,50,0,0,0,0,0,0,0,16,0,7.0431600,441,5,3.9120230,521,20,50.2857143,0,0,0,0,.1428571,404           
22,50,0,0,0,0,0,0,0,16,0,6.8669300,484,6,3.9120230,521,20,50.2857143,0,0,0,0,.1428571,404           
23,50,0,0,0,0,0,0,0,16,0,7.1891700,529,7,3.9120230,521,20,50.2857143,0,0,0,0,.1428571,404           
2,51,1,1,0,0,1,0,0,9,0,5.7683200,4,1,3.9318256,522,5,47,1,1,0,0,.7142857,29     
3,49,1,1,0,0,1,0,0,9,0,5.8289500,9,2,3.8918203,522,5,47,1,1,0,0,.7142857,29     
4,52,1,1,0,0,1,0,1,9,0,5.7683200,16,3,3.9512437,522,5,47,1,1,0,0,.7142857,29    
5,49,1,1,0,0,1,0,1,9,0,6.5985100,25,4,3.8918203,522,5,47,1,1,0,0,.7142857,29    
6,49,1,1,0,0,1,0,1,9,0,6.6796000,36,5,3.8918203,522,5,47,1,1,0,0,.7142857,29    
7,35,1,1,0,0,1,0,1,9,0,7.0900800,49,6,3.5553481,522,5,47,1,1,0,0,.7142857,29    
8,44,1,1,0,0,1,0,1,9,0,6.8575100,64,7,3.7841896,522,5,47,1,1,0,0,.7142857,29    
3,39,1,1,1,0,1,0,1,10,0,6.1820800,9,1,3.6635616,523,6,47.4285714,1,1,1,0,1,40   
4,48,1,1,1,0,1,0,1,10,0,6.2634000,16,2,3.8712010,523,6,47.4285714,1,1,1,0,1,40  
5,50,1,1,1,0,1,0,1,10,0,6.3935900,25,3,3.9120230,523,6,47.4285714,1,1,1,0,1,40  
6,49,1,1,1,0,1,0,1,10,0,6.4409500,36,4,3.8918203,523,6,47.4285714,1,1,1,0,1,40  
7,50,1,1,1,0,1,0,1,10,0,6.5147100,49,5,3.9120230,523,6,47.4285714,1,1,1,0,1,40  
8,49,1,1,1,0,1,0,1,10,0,6.6644100,64,6,3.8918203,523,6,47.4285714,1,1,1,0,1,40  
9,47,1,1,1,0,1,0,1,10,0,6.7534400,81,7,3.8501476,523,6,47.4285714,1,1,1,0,1,40  
5,45,0,0,1,0,1,0,0,16,0,6.2146100,25,1,3.8066625,524,8,48.2857143,0,0,1,0,0,68  
6,45,0,0,1,0,1,0,0,16,0,6.3969300,36,2,3.8066625,524,8,48.2857143,0,0,1,0,0,68  
7,49,0,0,1,0,1,0,0,16,0,6.3969300,49,3,3.8918203,524,8,48.2857143,0,0,1,0,0,68  
8,49,0,0,1,0,1,0,0,16,0,6.5652600,64,4,3.8918203,524,8,48.2857143,0,0,1,0,0,68  
9,49,0,0,1,0,1,0,0,16,0,6.7007300,81,5,3.8918203,524,8,48.2857143,0,0,1,0,0,68  
10,51,0,0,1,0,1,0,0,16,0,6.5220900,100,6,3.9318256,524,8,48.2857143,0,0,1,0,0,68                    
11,50,0,0,1,0,1,0,0,16,0,6.5567800,121,7,3.9120230,524,8,48.2857143,0,0,1,0,0,68                    
11,49,0,0,1,1,1,0,1,12,1,6.2461100,121,1,3.8918203,525,14,47,0,0,1,1,1,200      
12,49,0,0,1,1,1,0,1,12,1,6.3315000,144,2,3.8918203,525,14,47,0,0,1,1,1,200      
13,49,0,0,1,1,0,0,1,12,1,6.4085300,169,3,3.8918203,525,14,47,0,0,1,1,1,200      
14,49,0,0,1,1,0,0,1,12,1,6.4815800,196,4,3.8918203,525,14,47,0,0,1,1,1,200      
15,43,0,0,1,1,0,0,1,12,1,6.5596200,225,5,3.7612001,525,14,47,0,0,1,1,1,200      
16,46,0,0,1,1,0,0,1,12,1,6.6783400,256,6,3.8286414,525,14,47,0,0,1,1,1,200      
17,44,0,0,1,1,0,0,1,12,1,6.8243700,289,7,3.7841896,525,14,47,0,0,1,1,1,200      
1,35,1,1,0,1,0,0,0,14,0,5.7037800,1,1,3.5553481,526,4,47,.4285714,1,0,1,0,20    
2,49,1,1,0,1,0,0,0,14,0,5.9269300,4,2,3.8918203,526,4,47,.4285714,1,0,1,0,20    
3,47,1,1,0,1,0,0,0,14,0,6.1092500,9,3,3.8501476,526,4,47,.4285714,1,0,1,0,20    
4,48,0,1,0,1,0,0,0,14,0,6.0402500,16,4,3.8712010,526,4,47,.4285714,1,0,1,0,20   
5,52,0,1,0,1,0,0,0,14,0,6.3595700,25,5,3.9512437,526,4,47,.4285714,1,0,1,0,20   
6,49,0,1,0,1,0,0,0,14,0,6.5042900,36,6,3.8918203,526,4,47,.4285714,1,0,1,0,20   
7,49,0,1,0,1,0,0,0,14,0,6.5778600,49,7,3.8918203,526,4,47,.4285714,1,0,1,0,20   
5,50,0,0,0,1,1,0,0,16,1,6.2344100,25,1,3.9120230,527,8,49.7142857,0,0,0,1,0,68  
6,50,0,0,0,1,1,0,0,16,1,6.3969300,36,2,3.9120230,527,8,49.7142857,0,0,0,1,0,68  
7,50,0,0,0,1,1,0,0,16,1,6.5072800,49,3,3.9120230,527,8,49.7142857,0,0,0,1,0,68  
8,50,0,0,0,1,1,0,0,16,1,6.6528600,64,4,3.9120230,527,8,49.7142857,0,0,0,1,0,68  
9,49,0,0,0,1,1,0,0,16,1,6.7452400,81,5,3.8918203,527,8,49.7142857,0,0,0,1,0,68  
10,49,0,0,0,1,1,0,0,16,1,7.1309000,100,6,3.8918203,527,8,49.7142857,0,0,0,1,0,68                    
11,50,0,0,0,1,1,0,0,16,1,7.2442300,121,7,3.9120230,527,8,49.7142857,0,0,0,1,0,68                    
4,40,0,0,1,0,1,0,0,17,0,6.0980700,16,1,3.6888795,528,7,36.1428571,0,0,1,0,0,53  
5,32,0,0,1,0,1,0,0,17,0,6.2691000,25,2,3.4657359,528,7,36.1428571,0,0,1,0,0,53  
6,37,0,0,1,0,1,0,0,17,0,6.3403600,36,3,3.6109179,528,7,36.1428571,0,0,1,0,0,53  
7,35,0,0,1,0,1,0,0,17,0,6.4876800,49,4,3.5553481,528,7,36.1428571,0,0,1,0,0,53  
8,37,0,0,1,0,1,0,0,17,0,6.5778600,64,5,3.6109179,528,7,36.1428571,0,0,1,0,0,53  
9,35,0,0,1,0,1,0,0,17,0,6.6200700,81,6,3.5553481,528,7,36.1428571,0,0,1,0,0,53  
10,37,0,0,1,0,1,0,0,17,0,6.8564600,100,7,3.6109179,528,7,36.1428571,0,0,1,0,0,53                    
33,44,0,0,0,1,1,0,0,12,0,6.9057500,1089,1,3.7841896,529,36,46.7142857,0,0,0,1,.2857143,1300         
34,47,0,0,0,1,1,0,0,12,0,6.9057500,1156,2,3.8501476,529,36,46.7142857,0,0,0,1,.2857143,1300         
35,47,0,0,0,1,1,0,0,12,0,7.0604800,1225,3,3.8501476,529,36,46.7142857,0,0,0,1,.2857143,1300         
36,47,0,0,0,1,1,0,1,12,0,7.0958900,1296,4,3.8501476,529,36,46.7142857,0,0,0,1,.2857143,1300         
37,45,0,0,0,1,1,0,1,12,0,6.9334200,1369,5,3.8066625,529,36,46.7142857,0,0,0,1,.2857143,1300         
38,47,0,0,0,1,1,0,0,12,0,7.4673700,1444,6,3.8501476,529,36,46.7142857,0,0,0,1,.2857143,1300         
39,50,0,0,0,1,1,0,0,12,0,7.3777600,1521,7,3.9120230,529,36,46.7142857,0,0,0,1,.2857143,1300         
8,50,0,1,0,1,1,0,0,17,0,6.9057500,64,1,3.9120230,530,11,46.8571429,0,1,0,1,0,125                    
9,48,0,1,0,1,1,0,0,17,0,6.9057500,81,2,3.8712010,530,11,46.8571429,0,1,0,1,0,125                    
10,47,0,1,0,1,1,0,0,17,0,7.1293000,100,3,3.8501476,530,11,46.8571429,0,1,0,1,0,125                  
11,44,0,1,0,1,1,0,0,17,0,7.1701200,121,4,3.7841896,530,11,46.8571429,0,1,0,1,0,125                  
12,46,0,1,0,1,1,0,0,17,0,7.2703100,144,5,3.8286414,530,11,46.8571429,0,1,0,1,0,125                  
13,47,0,1,0,1,1,0,0,17,0,7.4599100,169,6,3.8501476,530,11,46.8571429,0,1,0,1,0,125                  
14,46,0,1,0,1,1,0,0,17,0,7.4570300,196,7,3.8286414,530,11,46.8571429,0,1,0,1,0,125                  
2,49,0,0,0,1,1,0,0,16,0,6.5764700,4,1,3.8918203,531,5,48.4285714,0,0,0,1,0,29   
3,49,0,0,0,1,1,0,0,16,0,6.7742200,9,2,3.8918203,531,5,48.4285714,0,0,0,1,0,29   
4,50,0,0,0,1,1,0,0,16,0,6.8824400,16,3,3.9120230,531,5,48.4285714,0,0,0,1,0,29  
5,49,0,0,0,1,1,0,0,16,0,7.0900800,25,4,3.8918203,531,5,48.4285714,0,0,0,1,0,29  
6,48,0,0,0,1,1,0,0,16,0,7.2078600,36,5,3.8712010,531,5,48.4285714,0,0,0,1,0,29  
7,48,0,0,0,1,1,0,0,16,0,7.4955400,49,6,3.8712010,531,5,48.4285714,0,0,0,1,0,29  
8,46,0,0,0,1,1,0,0,16,0,7.6009000,64,7,3.8286414,531,5,48.4285714,0,0,0,1,0,29  
5,29,1,0,1,0,1,0,0,12,0,5.7365700,25,1,3.3672958,532,8,46.1428571,1,0,1,0,0,68  
6,49,1,0,1,0,1,0,0,12,0,5.9661500,36,2,3.8918203,532,8,46.1428571,1,0,1,0,0,68  
7,51,1,0,1,0,1,0,0,12,0,6.0753500,49,3,3.9318256,532,8,46.1428571,1,0,1,0,0,68  
8,49,1,0,1,0,1,0,0,12,0,6.1569800,64,4,3.8918203,532,8,46.1428571,1,0,1,0,0,68  
9,50,1,0,1,0,1,0,0,12,0,6.2634000,81,5,3.9120230,532,8,46.1428571,1,0,1,0,0,68  
10,46,1,0,1,0,1,0,0,12,0,6.3473900,100,6,3.8286414,532,8,46.1428571,1,0,1,0,0,68                    
11,49,1,0,1,0,1,0,0,12,0,6.4457200,121,7,3.8918203,532,8,46.1428571,1,0,1,0,0,68                    
32,50,0,0,0,0,1,0,0,13,0,6.2915700,1024,1,3.9120230,533,35,48.8571429,0,0,0,0,0,1229                
33,50,0,0,0,0,1,0,0,13,0,6.3952600,1089,2,3.9120230,533,35,48.8571429,0,0,0,0,0,1229                
34,48,0,0,0,0,1,0,0,13,0,6.3969300,1156,3,3.8712010,533,35,48.8571429,0,0,0,0,0,1229                
35,48,0,0,0,0,1,0,0,13,0,6.3969300,1225,4,3.8712010,533,35,48.8571429,0,0,0,0,0,1229                
36,49,0,0,0,0,1,0,0,13,0,6.4907200,1296,5,3.8918203,533,35,48.8571429,0,0,0,0,0,1229                
37,48,0,0,0,0,1,0,0,13,0,6.5903000,1369,6,3.8712010,533,35,48.8571429,0,0,0,0,0,1229                
38,49,0,0,0,0,1,0,0,13,0,6.6174000,1444,7,3.8918203,533,35,48.8571429,0,0,0,0,0,1229                
5,51,0,1,1,0,1,0,0,12,0,5.8861000,25,1,3.9318256,534,8,50.4285714,.7142857,1,1,0,0,68               
6,48,0,1,1,0,1,0,0,12,0,5.9839400,36,2,3.8712010,534,8,50.4285714,.7142857,1,1,0,0,68               
7,51,1,1,1,0,1,0,0,12,0,5.9839400,49,3,3.9318256,534,8,50.4285714,.7142857,1,1,0,0,68               
8,51,1,1,1,0,1,0,0,12,0,6.1984800,64,4,3.9318256,534,8,50.4285714,.7142857,1,1,0,0,68               
9,51,1,1,1,0,1,0,0,12,0,5.7899600,81,5,3.9318256,534,8,50.4285714,.7142857,1,1,0,0,68               
10,50,1,1,1,0,1,0,0,12,0,6.0112700,100,6,3.9120230,534,8,50.4285714,.7142857,1,1,0,0,68             
11,51,1,1,1,0,1,0,0,12,0,6.1114700,121,7,3.9318256,534,8,50.4285714,.7142857,1,1,0,0,68             
9,51,1,0,1,0,1,0,0,12,0,5.5797300,81,1,3.9318256,535,12,50.2857143,1,0,1,0,0,148                    
10,50,1,0,1,0,1,0,0,12,0,5.6698800,100,2,3.9120230,535,12,50.2857143,1,0,1,0,0,148                  
11,51,1,0,1,0,1,0,0,12,0,5.7037800,121,3,3.9318256,535,12,50.2857143,1,0,1,0,0,148                  
12,50,1,0,1,0,1,0,0,12,0,5.8289500,144,4,3.9120230,535,12,50.2857143,1,0,1,0,0,148                  
13,49,1,0,1,0,1,0,0,12,0,5.9914600,169,5,3.8918203,535,12,50.2857143,1,0,1,0,0,148                  
14,51,1,0,1,0,1,0,0,12,0,6.0753500,196,6,3.9318256,535,12,50.2857143,1,0,1,0,0,148                  
15,50,1,0,1,0,1,0,0,12,0,6.1420400,225,7,3.9120230,535,12,50.2857143,1,0,1,0,0,148                  
7,51,0,0,0,1,0,0,0,17,0,6.6945600,49,1,3.9318256,536,10,50.1428571,0,0,0,1,0,104                    
8,51,0,0,0,1,0,0,0,17,0,6.7274300,64,2,3.9318256,536,10,50.1428571,0,0,0,1,0,104                    
9,49,0,0,0,1,0,0,0,17,0,6.8533000,81,3,3.8918203,536,10,50.1428571,0,0,0,1,0,104                    
10,50,0,0,0,1,0,0,0,17,0,6.8966900,100,4,3.9120230,536,10,50.1428571,0,0,0,1,0,104                  
11,50,0,0,0,1,1,0,0,17,0,7.1309000,121,5,3.9120230,536,10,50.1428571,0,0,0,1,0,104                  
12,51,0,0,0,1,1,0,0,17,0,6.9650800,144,6,3.9318256,536,10,50.1428571,0,0,0,1,0,104                  
13,49,0,0,0,1,1,0,0,17,0,7.1546200,169,7,3.8918203,536,10,50.1428571,0,0,0,1,0,104                  
7,48,0,0,0,1,1,0,0,16,0,6.0378700,49,1,3.8712010,537,10,49.4285714,0,0,.2857143,1,0,104             
8,50,0,0,0,1,1,0,0,16,0,6.5510800,64,2,3.9120230,537,10,49.4285714,0,0,.2857143,1,0,104             
9,50,0,0,0,1,1,0,0,16,0,6.6567300,81,3,3.9120230,537,10,49.4285714,0,0,.2857143,1,0,104             
10,50,0,0,0,1,1,0,0,16,0,6.8564600,100,4,3.9120230,537,10,49.4285714,0,0,.2857143,1,0,104           
11,50,0,0,0,1,1,0,0,16,0,7.0900800,121,5,3.9120230,537,10,49.4285714,0,0,.2857143,1,0,104           
12,49,0,0,1,1,1,0,0,16,0,6.7440600,144,6,3.8918203,537,10,49.4285714,0,0,.2857143,1,0,104           
13,49,0,0,1,1,1,0,0,16,0,6.9948500,169,7,3.8918203,537,10,49.4285714,0,0,.2857143,1,0,104           
10,48,0,1,0,1,1,0,0,16,0,6.6200700,100,1,3.8712010,538,13,49.7142857,0,1,0,1,0,173                  
11,51,0,1,0,1,1,0,0,16,0,6.7742200,121,2,3.9318256,538,13,49.7142857,0,1,0,1,0,173                  
12,50,0,1,0,1,1,0,0,16,0,6.7742200,144,3,3.9120230,538,13,49.7142857,0,1,0,1,0,173                  
13,47,0,1,0,1,1,0,0,16,0,6.9077600,169,4,3.8501476,538,13,49.7142857,0,1,0,1,0,173                  
14,51,0,1,0,1,1,0,0,16,0,7.0148100,196,5,3.9318256,538,13,49.7142857,0,1,0,1,0,173                  
15,50,0,1,0,1,1,0,0,16,0,7.0621900,225,6,3.9120230,538,13,49.7142857,0,1,0,1,0,173                  
16,51,0,1,0,1,1,0,0,16,0,7.1585100,256,7,3.9318256,538,13,49.7142857,0,1,0,1,0,173                  
3,50,0,0,0,1,1,0,0,17,0,6.3456400,9,1,3.9120230,539,6,49.1428571,0,0,0,1,0,40   
4,49,0,0,0,1,1,0,0,17,0,6.4441300,16,2,3.8918203,539,6,49.1428571,0,0,0,1,0,40  
5,50,0,0,0,1,1,0,0,17,0,6.6200700,25,3,3.9120230,539,6,49.1428571,0,0,0,1,0,40  
6,49,0,0,0,1,1,0,0,17,0,6.9565500,36,4,3.8918203,539,6,49.1428571,0,0,0,1,0,40  
7,48,0,0,0,1,1,0,0,17,0,7.3112200,49,5,3.8712010,539,6,49.1428571,0,0,0,1,0,40  
8,50,0,0,0,1,1,0,0,17,0,7.3883300,64,6,3.9120230,539,6,49.1428571,0,0,0,1,0,40  
9,48,0,0,0,1,1,0,0,17,0,7.6009000,81,7,3.8712010,539,6,49.1428571,0,0,0,1,0,40  
25,47,0,1,0,1,1,0,0,16,0,6.9057500,625,1,3.8501476,540,28,46,0,1,0,1,0,788      
